Time (s),Voltage (V)
0.000204,0.142422
0.000205,0.146172
0.000206,0.148672
0.000207,0.144922
0.000208,0.146172
0.000209,0.149922
0.00021,0.147422
0.000211,0.148672
0.000212,0.146172
0.000213,0.149922
0.000214,0.148672
0.000215,0.148672
0.000216,0.151172
0.000217,0.148672
0.000218,0.153672
0.000219,0.148672
0.00022,0.149922
0.000221,0.148672
0.000222,0.153672
0.000223,0.149922
0.000224,0.149922
0.000225,0.148672
0.000226,0.154922
0.000227,0.154922
0.000228,0.149922
0.000229,0.149922
0.00023,0.154922
0.000231,0.154922
0.000232,0.157422
0.000233,0.154922
0.000234,0.153672
0.000235,0.156172
0.000236,0.152422
0.000237,0.153672
0.000238,0.156172
0.000239,0.157422
0.00024,0.157422
0.000241,0.152422
0.000242,0.159922
0.000243,0.157422
0.000244,0.159922
0.000245,0.157422
0.000246,0.161172
0.000247,0.158672
0.000248,0.157422
0.000249,0.162422
0.00025,0.162422
0.000251,0.163672
0.000252,0.162422
0.000253,0.162422
0.000254,0.167422
0.000255,0.164922
0.000256,0.166172
0.000257,0.164922
0.000258,0.169922
0.000259,0.163672
0.00026,0.168672
0.000261,0.169922
0.000262,0.171172
0.000263,0.171172
0.000264,0.172422
0.000265,0.177422
0.000266,0.176172
0.000267,0.177422
0.000268,0.177422
0.000269,0.178672
0.00027,0.178672
0.000271,0.183672
0.000272,0.183672
0.000273,0.184922
0.000274,0.183672
0.000275,0.186172
0.000276,0.186172
0.000277,0.189922
0.000278,0.191172
0.000279,0.196172
0.00028,0.194922
0.000281,0.196172
0.000282,0.201172
0.000283,0.199922
0.000284,0.201172
0.000285,0.207422
0.000286,0.208672
0.000287,0.211172
0.000288,0.211172
0.000289,0.214922
0.00029,0.217422
0.000291,0.223672
0.000292,0.223672
0.000293,0.227422
0.000294,0.231172
0.000295,0.229922
0.000296,0.232422
0.000297,0.239922
0.000298,0.242422
0.000299,0.246172
0.0003,0.246172
0.000301,0.252422
0.000302,0.256172
0.000303,0.261172
0.000304,0.261172
0.000305,0.268672
0.000306,0.271172
0.000307,0.274922
0.000308,0.282422
0.000309,0.284922
0.00031,0.289922
0.000311,0.291172
0.000312,0.293672
0.000313,0.302422
0.000314,0.306172
0.000315,0.307422
0.000316,0.317422
0.000317,0.318672
0.000318,0.326172
0.000319,0.329922
0.00032,0.336172
0.000321,0.338672
0.000322,0.344922
0.000323,0.349922
0.000324,0.354922
0.000325,0.359922
0.000326,0.361172
0.000327,0.369922
0.000328,0.373672
0.000329,0.379922
0.00033,0.388672
0.000331,0.392422
0.000332,0.396172
0.000333,0.401172
0.000334,0.408672
0.000335,0.417422
0.000336,0.419922
0.000337,0.424922
0.000338,0.431172
0.000339,0.438672
0.00034,0.442422
0.000341,0.451172
0.000342,0.454922
0.000343,0.459922
0.000344,0.466172
0.000345,0.473672
0.000346,0.477422
0.000347,0.486172
0.000348,0.489922
0.000349,0.494922
0.00035,0.503672
0.000351,0.504922
0.000352,0.513672
0.000353,0.519922
0.000354,0.526172
0.000355,0.528672
0.000356,0.536172
0.000357,0.539922
0.000358,0.548672
0.000359,0.551172
0.00036,0.557422
0.000361,0.564922
0.000362,0.569922
0.000363,0.573672
0.000364,0.573672
0.000365,0.586172
0.000366,0.588672
0.000367,0.593672
0.000368,0.597422
0.000369,0.602422
0.00037,0.603672
0.000371,0.612422
0.000372,0.617422
0.000373,0.622422
0.000374,0.624922
0.000375,0.629922
0.000376,0.629922
0.000377,0.639922
0.000378,0.639922
0.000379,0.644922
0.00038,0.651172
0.000381,0.654922
0.000382,0.657422
0.000383,0.659922
0.000384,0.663672
0.000385,0.669922
0.000386,0.669922
0.000387,0.669922
0.000388,0.671172
0.000389,0.679922
0.00039,0.681172
0.000391,0.681172
0.000392,0.687422
0.000393,0.687422
0.000394,0.691172
0.000395,0.693672
0.000396,0.694922
0.000397,0.694922
0.000398,0.697422
0.000399,0.703672
0.0004,0.702422
0.000401,0.703672
0.000402,0.703672
0.000403,0.701172
0.000404,0.701172
0.000405,0.707422
0.000406,0.709922
0.000407,0.708672
0.000408,0.706172
0.000409,0.712422
0.00041,0.709922
0.000411,0.708672
0.000412,0.708672
0.000413,0.712422
0.000414,0.708672
0.000415,0.708672
0.000416,0.708672
0.000417,0.703672
0.000418,0.709922
0.000419,0.699922
0.00042,0.703672
0.000421,0.707422
0.000422,0.707422
0.000423,0.704922
0.000424,0.699922
0.000425,0.698672
0.000426,0.701172
0.000427,0.698672
0.000428,0.694922
0.000429,0.692422
0.00043,0.693672
0.000431,0.689922
0.000432,0.686172
0.000433,0.687422
0.000434,0.681172
0.000435,0.681172
0.000436,0.679922
0.000437,0.678672
0.000438,0.674922
0.000439,0.671172
0.00044,0.664922
0.000441,0.668672
0.000442,0.668672
0.000443,0.663672
0.000444,0.658672
0.000445,0.657422
0.000446,0.653672
0.000447,0.648672
0.000448,0.644922
0.000449,0.646172
0.00045,0.641172
0.000451,0.638672
0.000452,0.629922
0.000453,0.631172
0.000454,0.626172
0.000455,0.623672
0.000456,0.618672
0.000457,0.622422
0.000458,0.617422
0.000459,0.612422
0.00046,0.607422
0.000461,0.603672
0.000462,0.599922
0.000463,0.598672
0.000464,0.593672
0.000465,0.587422
0.000466,0.584922
0.000467,0.583672
0.000468,0.578672
0.000469,0.577422
0.00047,0.572422
0.000471,0.568672
0.000472,0.562422
0.000473,0.563672
0.000474,0.556172
0.000475,0.556172
0.000476,0.551172
0.000477,0.551172
0.000478,0.543672
0.000479,0.542422
0.00048,0.538672
0.000481,0.534922
0.000482,0.531172
0.000483,0.527422
0.000484,0.526172
0.000485,0.523672
0.000486,0.516172
0.000487,0.514922
0.000488,0.511172
0.000489,0.509922
0.00049,0.504922
0.000491,0.502422
0.000492,0.493672
0.000493,0.494922
0.000494,0.489922
0.000495,0.492422
0.000496,0.483672
0.000497,0.483672
0.000498,0.477422
0.000499,0.478672
0.0005,0.473672
0.000501,0.472422
0.000502,0.471172
0.000503,0.466172
0.000504,0.458672
0.000505,0.459922
0.000506,0.454922
0.000507,0.454922
0.000508,0.449922
0.000509,0.451172
0.00051,0.446172
0.000511,0.441172
0.000512,0.436172
0.000513,0.437422
0.000514,0.436172
0.000515,0.431172
0.000516,0.426172
0.000517,0.426172
0.000518,0.421172
0.000519,0.423672
0.00052,0.418672
0.000521,0.414922
0.000522,0.416172
0.000523,0.413672
0.000524,0.409922
0.000525,0.409922
0.000526,0.406172
0.000527,0.402422
0.000528,0.398672
0.000529,0.399922
0.00053,0.396172
0.000531,0.393672
0.000532,0.389922
0.000533,0.391172
0.000534,0.392422
0.000535,0.389922
0.000536,0.383672
0.000537,0.386172
0.000538,0.381172
0.000539,0.378672
0.00054,0.373672
0.000541,0.376172
0.000542,0.373672
0.000543,0.373672
0.000544,0.369922
0.000545,0.372422
0.000546,0.367422
0.000547,0.363672
0.000548,0.362422
0.000549,0.361172
0.00055,0.359922
0.000551,0.354922
0.000552,0.354922
0.000553,0.354922
0.000554,0.353672
0.000555,0.352422
0.000556,0.347422
0.000557,0.348672
0.000558,0.348672
0.000559,0.343672
0.00056,0.341172
0.000561,0.343672
0.000562,0.339922
0.000563,0.339922
0.000564,0.336172
0.000565,0.336172
0.000566,0.332422
0.000567,0.331172
0.000568,0.329922
0.000569,0.331172
0.00057,0.329922
0.000571,0.327422
0.000572,0.322422
0.000573,0.324922
0.000574,0.323672
0.000575,0.321172
0.000576,0.318672
0.000577,0.321172
0.000578,0.322422
0.000579,0.318672
0.00058,0.314922
0.000581,0.313672
0.000582,0.313672
0.000583,0.314922
0.000584,0.309922
0.000585,0.306172
0.000586,0.307422
0.000587,0.308672
0.000588,0.302422
0.000589,0.304922
0.00059,0.304922
0.000591,0.301172
0.000592,0.299922
0.000593,0.301172
0.000594,0.301172
0.000595,0.298672
0.000596,0.294922
0.000597,0.291172
0.000598,0.294922
0.000599,0.292422
0.0006,0.291172
0.000601,0.291172
0.000602,0.291172
0.000603,0.287422
0.000604,0.284922
0.000605,0.283672
0.000606,0.284922
0.000607,0.282422
0.000608,0.287422
0.000609,0.279922
0.00061,0.281172
0.000611,0.276172
0.000612,0.273672
0.000613,0.278672
0.000614,0.273672
0.000615,0.274922
0.000616,0.273672
0.000617,0.274922
0.000618,0.273672
0.000619,0.269922
0.00062,0.267422
0.000621,0.267422
0.000622,0.267422
0.000623,0.264922
0.000624,0.264922
0.000625,0.262422
0.000626,0.267422
0.000627,0.263672
0.000628,0.263672
0.000629,0.263672
0.00063,0.259922
0.000631,0.258672
0.000632,0.256172
0.000633,0.257422
0.000634,0.258672
0.000635,0.258672
0.000636,0.251172
0.000637,0.253672
0.000638,0.251172
0.000639,0.253672
0.00064,0.248672
0.000641,0.249922
0.000642,0.249922
0.000643,0.249922
0.000644,0.246172
0.000645,0.246172
0.000646,0.242422
0.000647,0.242422
0.000648,0.241172
0.000649,0.243672
0.00065,0.239922
0.000651,0.238672
0.000652,0.239922
0.000653,0.233672
0.000654,0.233672
0.000655,0.238672
0.000656,0.234922
0.000657,0.232422
0.000658,0.232422
0.000659,0.234922
0.00066,0.232422
0.000661,0.232422
0.000662,0.233672
0.000663,0.228672
0.000664,0.228672
0.000665,0.229922
0.000666,0.227422
0.000667,0.228672
0.000668,0.223672
0.000669,0.227422
0.00067,0.223672
0.000671,0.222422
0.000672,0.219922
0.000673,0.222422
0.000674,0.223672
0.000675,0.222422
0.000676,0.221172
0.000677,0.221172
0.000678,0.222422
0.000679,0.219922
0.00068,0.217422
0.000681,0.216172
0.000682,0.218672
0.000683,0.214922
