Time (s),Voltage (V)
0.005895,0.371172
0.005896,0.371172
0.005897,0.366172
0.005898,0.364922
0.005899,0.363672
0.0059,0.362422
0.005901,0.357422
0.005902,0.358672
0.005903,0.358672
0.005904,0.354922
0.005905,0.352422
0.005906,0.348672
0.005907,0.352422
0.005908,0.349922
0.005909,0.346172
0.00591,0.343672
0.005911,0.342422
0.005912,0.342422
0.005913,0.342422
0.005914,0.339922
0.005915,0.336172
0.005916,0.334922
0.005917,0.333672
0.005918,0.331172
0.005919,0.329922
0.00592,0.329922
0.005921,0.326172
0.005922,0.329922
0.005923,0.326172
0.005924,0.323672
0.005925,0.322422
0.005926,0.318672
0.005927,0.322422
0.005928,0.321172
0.005929,0.316172
0.00593,0.319922
0.005931,0.316172
0.005932,0.314922
0.005933,0.316172
0.005934,0.309922
0.005935,0.314922
0.005936,0.311172
0.005937,0.304922
0.005938,0.306172
0.005939,0.307422
0.00594,0.303672
0.005941,0.303672
0.005942,0.303672
0.005943,0.303672
0.005944,0.302422
0.005945,0.299922
0.005946,0.299922
0.005947,0.298672
0.005948,0.298672
0.005949,0.294922
0.00595,0.299922
0.005951,0.292422
0.005952,0.291172
0.005953,0.292422
0.005954,0.292422
0.005955,0.292422
0.005956,0.288672
0.005957,0.292422
0.005958,0.288672
0.005959,0.288672
0.00596,0.287422
0.005961,0.284922
0.005962,0.286172
0.005963,0.286172
0.005964,0.283672
0.005965,0.283672
0.005966,0.279922
0.005967,0.284922
0.005968,0.281172
0.005969,0.278672
0.00597,0.278672
0.005971,0.277422
0.005972,0.278672
0.005973,0.277422
0.005974,0.274922
0.005975,0.274922
0.005976,0.276172
0.005977,0.276172
0.005978,0.272422
0.005979,0.274922
0.00598,0.271172
0.005981,0.268672
0.005982,0.271172
0.005983,0.269922
0.005984,0.271172
0.005985,0.267422
0.005986,0.268672
0.005987,0.268672
0.005988,0.266172
0.005989,0.262422
0.00599,0.264922
0.005991,0.266172
0.005992,0.266172
0.005993,0.261172
0.005994,0.258672
0.005995,0.258672
0.005996,0.259922
0.005997,0.258672
0.005998,0.259922
0.005999,0.258672
0.006,0.257422
0.006001,0.257422
0.006002,0.259922
0.006003,0.256172
0.006004,0.256172
0.006005,0.257422
0.006006,0.256172
0.006007,0.256172
0.006008,0.256172
0.006009,0.251172
0.00601,0.252422
0.006011,0.253672
0.006012,0.253672
0.006013,0.251172
0.006014,0.252422
0.006015,0.249922
0.006016,0.248672
0.006017,0.246172
0.006018,0.247422
0.006019,0.246172
0.00602,0.248672
0.006021,0.241172
0.006022,0.244922
0.006023,0.246172
0.006024,0.241172
0.006025,0.242422
0.006026,0.244922
0.006027,0.246172
0.006028,0.241172
0.006029,0.238672
0.00603,0.239922
0.006031,0.236172
0.006032,0.239922
0.006033,0.237422
0.006034,0.238672
0.006035,0.236172
0.006036,0.236172
0.006037,0.236172
0.006038,0.239922
0.006039,0.237422
0.00604,0.234922
0.006041,0.234922
0.006042,0.236172
0.006043,0.234922
0.006044,0.233672
0.006045,0.229922
0.006046,0.227422
0.006047,0.231172
0.006048,0.233672
0.006049,0.233672
0.00605,0.231172
0.006051,0.229922
0.006052,0.228672
0.006053,0.228672
0.006054,0.229922
0.006055,0.229922
0.006056,0.227422
0.006057,0.228672
0.006058,0.227422
0.006059,0.227422
0.00606,0.228672
0.006061,0.223672
0.006062,0.224922
0.006063,0.227422
0.006064,0.226172
0.006065,0.223672
0.006066,0.223672
0.006067,0.224922
0.006068,0.221172
0.006069,0.222422
0.00607,0.221172
0.006071,0.222422
0.006072,0.221172
0.006073,0.218672
0.006074,0.218672
0.006075,0.221172
0.006076,0.219922
0.006077,0.218672
0.006078,0.218672
0.006079,0.219922
0.00608,0.216172
0.006081,0.219922
0.006082,0.217422
0.006083,0.218672
0.006084,0.217422
0.006085,0.217422
0.006086,0.213672
