Time (s),Voltage (V)
0.000498,0.124922
0.000499,0.119922
0.0005,0.122422
0.000501,0.122422
0.000502,0.123672
0.000503,0.123672
0.000504,0.122422
0.000505,0.122422
0.000506,0.121172
0.000507,0.124922
0.000508,0.123672
0.000509,0.122422
0.00051,0.122422
0.000511,0.122422
0.000512,0.121172
0.000513,0.121172
0.000514,0.124922
0.000515,0.123672
0.000516,0.123672
0.000517,0.126172
0.000518,0.124922
0.000519,0.122422
0.00052,0.123672
0.000521,0.123672
0.000522,0.122422
0.000523,0.123672
0.000524,0.123672
0.000525,0.124922
0.000526,0.123672
0.000527,0.122422
0.000528,0.127422
0.000529,0.126172
0.00053,0.126172
0.000531,0.122422
0.000532,0.127422
0.000533,0.126172
0.000534,0.126172
0.000535,0.124922
0.000536,0.126172
0.000537,0.123672
0.000538,0.124922
0.000539,0.126172
0.00054,0.124922
0.000541,0.127422
0.000542,0.124922
0.000543,0.123672
0.000544,0.123672
0.000545,0.122422
0.000546,0.127422
0.000547,0.129922
0.000548,0.128672
0.000549,0.127422
0.00055,0.126172
0.000551,0.123672
0.000552,0.127422
0.000553,0.123672
0.000554,0.127422
0.000555,0.126172
0.000556,0.127422
0.000557,0.124922
0.000558,0.129922
0.000559,0.124922
0.00056,0.129922
0.000561,0.129922
0.000562,0.126172
0.000563,0.131172
0.000564,0.127422
0.000565,0.126172
0.000566,0.129922
0.000567,0.129922
0.000568,0.131172
0.000569,0.129922
0.00057,0.129922
0.000571,0.127422
0.000572,0.129922
0.000573,0.129922
0.000574,0.127422
0.000575,0.132422
0.000576,0.129922
0.000577,0.131172
0.000578,0.131172
0.000579,0.129922
0.00058,0.131172
0.000581,0.127422
0.000582,0.133672
0.000583,0.133672
0.000584,0.131172
0.000585,0.131172
0.000586,0.134922
0.000587,0.133672
0.000588,0.133672
0.000589,0.133672
0.00059,0.132422
0.000591,0.128672
0.000592,0.131172
0.000593,0.131172
0.000594,0.136172
0.000595,0.134922
0.000596,0.131172
0.000597,0.133672
0.000598,0.132422
0.000599,0.131172
0.0006,0.136172
0.000601,0.132422
0.000602,0.134922
0.000603,0.134922
0.000604,0.138672
0.000605,0.132422
0.000606,0.134922
0.000607,0.133672
0.000608,0.136172
0.000609,0.136172
0.00061,0.136172
0.000611,0.138672
0.000612,0.141172
0.000613,0.137422
0.000614,0.139922
0.000615,0.137422
0.000616,0.134922
0.000617,0.134922
0.000618,0.138672
0.000619,0.137422
0.00062,0.139922
0.000621,0.136172
0.000622,0.137422
0.000623,0.139922
0.000624,0.139922
0.000625,0.138672
0.000626,0.137422
0.000627,0.143672
0.000628,0.142422
0.000629,0.137422
0.00063,0.139922
0.000631,0.138672
0.000632,0.141172
0.000633,0.139922
0.000634,0.142422
0.000635,0.138672
0.000636,0.139922
0.000637,0.142422
0.000638,0.139922
0.000639,0.139922
0.00064,0.143672
0.000641,0.139922
0.000642,0.144922
0.000643,0.143672
0.000644,0.143672
0.000645,0.142422
0.000646,0.144922
0.000647,0.142422
0.000648,0.144922
0.000649,0.144922
0.00065,0.144922
0.000651,0.142422
0.000652,0.148672
0.000653,0.142422
0.000654,0.144922
0.000655,0.144922
0.000656,0.144922
0.000657,0.146172
0.000658,0.143672
0.000659,0.146172
0.00066,0.143672
0.000661,0.143672
0.000662,0.147422
0.000663,0.146172
0.000664,0.147422
0.000665,0.143672
0.000666,0.146172
0.000667,0.148672
0.000668,0.144922
0.000669,0.147422
0.00067,0.149922
0.000671,0.151172
0.000672,0.146172
0.000673,0.147422
0.000674,0.146172
0.000675,0.147422
0.000676,0.148672
0.000677,0.151172
0.000678,0.151172
0.000679,0.149922
0.00068,0.151172
0.000681,0.147422
0.000682,0.153672
0.000683,0.149922
0.000684,0.151172
0.000685,0.149922
0.000686,0.153672
0.000687,0.153672
0.000688,0.151172
0.000689,0.154922
0.00069,0.156172
0.000691,0.154922
0.000692,0.158672
0.000693,0.158672
0.000694,0.161172
0.000695,0.159922
0.000696,0.159922
0.000697,0.161172
0.000698,0.163672
0.000699,0.162422
0.0007,0.163672
0.000701,0.166172
0.000702,0.167422
0.000703,0.169922
0.000704,0.171172
0.000705,0.171172
0.000706,0.171172
0.000707,0.174922
0.000708,0.174922
0.000709,0.174922
0.00071,0.178672
0.000711,0.179922
0.000712,0.182422
0.000713,0.183672
0.000714,0.182422
0.000715,0.187422
0.000716,0.187422
0.000717,0.184922
0.000718,0.193672
0.000719,0.191172
0.00072,0.198672
0.000721,0.198672
0.000722,0.201172
0.000723,0.202422
0.000724,0.204922
0.000725,0.206172
0.000726,0.209922
0.000727,0.211172
0.000728,0.216172
0.000729,0.214922
0.00073,0.219922
