Time (s),Voltage (V)
0.007161,0.033672
0.007162,0.032422
0.007163,0.032422
0.007164,0.033672
0.007165,0.033672
0.007166,0.032422
0.007167,0.031172
0.007168,0.037422
0.007169,0.033672
0.00717,0.034922
0.007171,0.032422
0.007172,0.033672
0.007173,0.037422
0.007174,0.034922
0.007175,0.036172
0.007176,0.034922
0.007177,0.034922
0.007178,0.036172
0.007179,0.031172
0.00718,0.033672
0.007181,0.031172
0.007182,0.029922
0.007183,0.033672
0.007184,0.032422
0.007185,0.033672
0.007186,0.031172
0.007187,0.031172
0.007188,0.036172
0.007189,0.032422
0.00719,0.033672
0.007191,0.029922
0.007192,0.034922
0.007193,0.032422
0.007194,0.034922
0.007195,0.033672
0.007196,0.029922
0.007197,0.033672
0.007198,0.032422
0.007199,0.033672
0.0072,0.031172
0.007201,0.034922
0.007202,0.033672
0.007203,0.031172
0.007204,0.033672
0.007205,0.037422
0.007206,0.033672
0.007207,0.033672
0.007208,0.034922
0.007209,0.033672
0.00721,0.034922
0.007211,0.033672
0.007212,0.033672
0.007213,0.032422
0.007214,0.033672
0.007215,0.028672
0.007216,0.029922
0.007217,0.034922
0.007218,0.032422
0.007219,0.029922
0.00722,0.027422
0.007221,0.033672
0.007222,0.031172
0.007223,0.032422
0.007224,0.032422
0.007225,0.032422
0.007226,0.033672
0.007227,0.029922
0.007228,0.033672
0.007229,0.029922
0.00723,0.032422
0.007231,0.029922
0.007232,0.033672
0.007233,0.031172
0.007234,0.031172
0.007235,0.029922
0.007236,0.032422
0.007237,0.031172
0.007238,0.032422
0.007239,0.029922
0.00724,0.031172
0.007241,0.033672
0.007242,0.032422
0.007243,0.028672
0.007244,0.029922
0.007245,0.033672
0.007246,0.033672
0.007247,0.028672
0.007248,0.028672
0.007249,0.032422
0.00725,0.032422
0.007251,0.031172
0.007252,0.032422
0.007253,0.033672
0.007254,0.032422
0.007255,0.031172
0.007256,0.034922
0.007257,0.033672
0.007258,0.032422
0.007259,0.029922
0.00726,0.033672
0.007261,0.031172
0.007262,0.033672
0.007263,0.031172
0.007264,0.032422
0.007265,0.034922
0.007266,0.029922
0.007267,0.032422
0.007268,0.028672
0.007269,0.031172
0.00727,0.032422
0.007271,0.028672
0.007272,0.032422
0.007273,0.032422
0.007274,0.029922
0.007275,0.027422
0.007276,0.031172
0.007277,0.033672
0.007278,0.029922
0.007279,0.031172
0.00728,0.033672
0.007281,0.033672
0.007282,0.031172
0.007283,0.026172
0.007284,0.032422
0.007285,0.032422
0.007286,0.032422
0.007287,0.028672
0.007288,0.033672
0.007289,0.032422
0.00729,0.033672
0.007291,0.031172
0.007292,0.033672
0.007293,0.033672
0.007294,0.032422
0.007295,0.031172
0.007296,0.032422
0.007297,0.032422
0.007298,0.034922
0.007299,0.031172
0.0073,0.031172
0.007301,0.031172
0.007302,0.031172
0.007303,0.031172
0.007304,0.029922
0.007305,0.034922
0.007306,0.028672
0.007307,0.032422
0.007308,0.033672
0.007309,0.037422
0.00731,0.032422
0.007311,0.031172
0.007312,0.031172
0.007313,0.032422
0.007314,0.031172
0.007315,0.032422
0.007316,0.033672
0.007317,0.036172
0.007318,0.031172
0.007319,0.031172
0.00732,0.028672
0.007321,0.033672
0.007322,0.031172
0.007323,0.031172
0.007324,0.032422
0.007325,0.029922
0.007326,0.034922
0.007327,0.032422
0.007328,0.036172
0.007329,0.032422
0.00733,0.033672
0.007331,0.032422
0.007332,0.031172
0.007333,0.031172
0.007334,0.032422
0.007335,0.029922
0.007336,0.031172
0.007337,0.029922
0.007338,0.034922
0.007339,0.029922
0.00734,0.033672
0.007341,0.033672
0.007342,0.033672
0.007343,0.028672
0.007344,0.036172
0.007345,0.034922
0.007346,0.033672
0.007347,0.031172
0.007348,0.029922
0.007349,0.031172
0.00735,0.031172
0.007351,0.032422
0.007352,0.032422
0.007353,0.032422
0.007354,0.031172
0.007355,0.031172
0.007356,0.034922
0.007357,0.032422
0.007358,0.032422
0.007359,0.034922
0.00736,0.032422
0.007361,0.032422
0.007362,0.033672
0.007363,0.029922
0.007364,0.031172
0.007365,0.034922
0.007366,0.033672
0.007367,0.033672
0.007368,0.033672
0.007369,0.034922
0.00737,0.032422
0.007371,0.036172
0.007372,0.034922
0.007373,0.033672
0.007374,0.033672
0.007375,0.032422
0.007376,0.032422
0.007377,0.032422
0.007378,0.033672
0.007379,0.031172
0.00738,0.031172
0.007381,0.031172
0.007382,0.031172
0.007383,0.027422
0.007384,0.033672
0.007385,0.032422
0.007386,0.032422
0.007387,0.026172
0.007388,0.034922
0.007389,0.033672
0.00739,0.031172
0.007391,0.032422
0.007392,0.032422
0.007393,0.029922
0.007394,0.031172
0.007395,0.031172
0.007396,0.034922
0.007397,0.034922
0.007398,0.032422
0.007399,0.029922
0.0074,0.034922
0.007401,0.034922
0.007402,0.032422
0.007403,0.029922
0.007404,0.032422
0.007405,0.031172
0.007406,0.033672
0.007407,0.033672
0.007408,0.036172
0.007409,0.033672
0.00741,0.033672
0.007411,0.036172
0.007412,0.034922
0.007413,0.036172
0.007414,0.032422
0.007415,0.032422
0.007416,0.029922
0.007417,0.034922
0.007418,0.034922
0.007419,0.031172
0.00742,0.034922
