Time (s),Voltage (V)
0.007479,0.064922
0.00748,0.063672
0.007481,0.062422
0.007482,0.064922
0.007483,0.066172
0.007484,0.059922
0.007485,0.064922
0.007486,0.064922
0.007487,0.059922
0.007488,0.062422
0.007489,0.058672
0.00749,0.062422
0.007491,0.061172
0.007492,0.063672
0.007493,0.062422
0.007494,0.063672
0.007495,0.061172
0.007496,0.054922
0.007497,0.061172
0.007498,0.057422
0.007499,0.058672
0.0075,0.058672
0.007501,0.056172
0.007502,0.058672
0.007503,0.059922
0.007504,0.059922
0.007505,0.056172
0.007506,0.057422
0.007507,0.058672
0.007508,0.057422
0.007509,0.056172
0.00751,0.056172
0.007511,0.057422
0.007512,0.058672
0.007513,0.054922
0.007514,0.054922
0.007515,0.054922
0.007516,0.054922
0.007517,0.051172
0.007518,0.054922
0.007519,0.061172
0.00752,0.054922
0.007521,0.053672
0.007522,0.056172
0.007523,0.054922
0.007524,0.054922
0.007525,0.051172
0.007526,0.053672
0.007527,0.051172
0.007528,0.051172
0.007529,0.052422
0.00753,0.053672
0.007531,0.052422
0.007532,0.049922
0.007533,0.051172
0.007534,0.054922
0.007535,0.052422
0.007536,0.047422
0.007537,0.047422
0.007538,0.052422
0.007539,0.049922
0.00754,0.053672
0.007541,0.051172
0.007542,0.054922
0.007543,0.049922
0.007544,0.048672
0.007545,0.048672
0.007546,0.054922
0.007547,0.049922
0.007548,0.053672
0.007549,0.048672
0.00755,0.049922
0.007551,0.049922
0.007552,0.046172
0.007553,0.047422
0.007554,0.049922
0.007555,0.051172
0.007556,0.052422
0.007557,0.048672
0.007558,0.048672
0.007559,0.042422
0.00756,0.048672
0.007561,0.049922
0.007562,0.048672
0.007563,0.044922
0.007564,0.046172
0.007565,0.047422
0.007566,0.046172
0.007567,0.044922
0.007568,0.047422
0.007569,0.046172
0.00757,0.046172
0.007571,0.046172
0.007572,0.046172
0.007573,0.042422
0.007574,0.042422
0.007575,0.047422
0.007576,0.046172
0.007577,0.042422
0.007578,0.044922
0.007579,0.042422
0.00758,0.042422
0.007581,0.043672
0.007582,0.044922
0.007583,0.043672
0.007584,0.043672
0.007585,0.041172
0.007586,0.044922
0.007587,0.043672
0.007588,0.041172
0.007589,0.041172
0.00759,0.043672
0.007591,0.043672
0.007592,0.042422
0.007593,0.041172
0.007594,0.043672
0.007595,0.044922
0.007596,0.041172
0.007597,0.041172
0.007598,0.042422
0.007599,0.041172
0.0076,0.042422
0.007601,0.042422
0.007602,0.042422
0.007603,0.042422
0.007604,0.044922
0.007605,0.042422
0.007606,0.039922
0.007607,0.039922
0.007608,0.042422
0.007609,0.042422
0.00761,0.042422
0.007611,0.044922
0.007612,0.041172
0.007613,0.041172
0.007614,0.041172
0.007615,0.041172
0.007616,0.041172
0.007617,0.041172
0.007618,0.039922
0.007619,0.037422
0.00762,0.041172
0.007621,0.042422
0.007622,0.041172
0.007623,0.039922
0.007624,0.042422
0.007625,0.038672
0.007626,0.039922
0.007627,0.041172
0.007628,0.038672
0.007629,0.039922
0.00763,0.041172
0.007631,0.038672
0.007632,0.039922
0.007633,0.038672
0.007634,0.037422
0.007635,0.037422
0.007636,0.038672
0.007637,0.039922
0.007638,0.039922
0.007639,0.039922
0.00764,0.041172
0.007641,0.038672
0.007642,0.041172
