Time (s),Voltage (V)
0.006519,0.244922
0.00652,0.246172
0.006521,0.238672
0.006522,0.238672
0.006523,0.241172
0.006524,0.236172
0.006525,0.234922
0.006526,0.237422
0.006527,0.237422
0.006528,0.234922
0.006529,0.231172
0.00653,0.233672
0.006531,0.228672
0.006532,0.229922
0.006533,0.228672
0.006534,0.226172
0.006535,0.227422
0.006536,0.227422
0.006537,0.221172
0.006538,0.223672
0.006539,0.221172
0.00654,0.217422
0.006541,0.219922
0.006542,0.217422
0.006543,0.216172
0.006544,0.211172
0.006545,0.216172
0.006546,0.216172
0.006547,0.209922
0.006548,0.212422
0.006549,0.208672
0.00655,0.206172
0.006551,0.204922
0.006552,0.204922
0.006553,0.204922
0.006554,0.199922
0.006555,0.204922
0.006556,0.201172
0.006557,0.198672
0.006558,0.198672
0.006559,0.198672
0.00656,0.198672
0.006561,0.193672
0.006562,0.197422
0.006563,0.192422
0.006564,0.192422
0.006565,0.191172
0.006566,0.192422
0.006567,0.187422
0.006568,0.188672
0.006569,0.188672
0.00657,0.186172
0.006571,0.184922
0.006572,0.182422
0.006573,0.182422
0.006574,0.183672
0.006575,0.182422
0.006576,0.181172
0.006577,0.178672
0.006578,0.179922
0.006579,0.176172
0.00658,0.173672
0.006581,0.173672
0.006582,0.171172
0.006583,0.173672
0.006584,0.169922
0.006585,0.171172
0.006586,0.171172
0.006587,0.171172
0.006588,0.169922
0.006589,0.167422
0.00659,0.163672
0.006591,0.163672
0.006592,0.163672
0.006593,0.161172
0.006594,0.161172
0.006595,0.163672
0.006596,0.161172
0.006597,0.162422
0.006598,0.158672
0.006599,0.159922
0.0066,0.161172
0.006601,0.154922
0.006602,0.158672
0.006603,0.157422
0.006604,0.156172
0.006605,0.153672
0.006606,0.154922
0.006607,0.152422
0.006608,0.154922
0.006609,0.148672
0.00661,0.153672
0.006611,0.153672
0.006612,0.151172
0.006613,0.149922
0.006614,0.152422
0.006615,0.151172
0.006616,0.146172
0.006617,0.146172
0.006618,0.148672
0.006619,0.147422
0.00662,0.147422
0.006621,0.141172
0.006622,0.139922
0.006623,0.146172
0.006624,0.142422
0.006625,0.144922
0.006626,0.139922
0.006627,0.143672
0.006628,0.138672
0.006629,0.141172
0.00663,0.139922
0.006631,0.137422
0.006632,0.141172
0.006633,0.138672
0.006634,0.141172
0.006635,0.136172
0.006636,0.138672
0.006637,0.136172
0.006638,0.138672
0.006639,0.136172
0.00664,0.137422
0.006641,0.132422
0.006642,0.131172
0.006643,0.136172
0.006644,0.132422
0.006645,0.132422
0.006646,0.132422
0.006647,0.133672
0.006648,0.132422
0.006649,0.131172
0.00665,0.128672
0.006651,0.131172
0.006652,0.131172
0.006653,0.129922
0.006654,0.129922
0.006655,0.129922
0.006656,0.128672
0.006657,0.126172
0.006658,0.128672
0.006659,0.127422
0.00666,0.126172
0.006661,0.124922
0.006662,0.126172
0.006663,0.126172
0.006664,0.123672
0.006665,0.123672
0.006666,0.121172
0.006667,0.122422
0.006668,0.124922
0.006669,0.123672
0.00667,0.124922
0.006671,0.122422
0.006672,0.124922
0.006673,0.121172
0.006674,0.122422
0.006675,0.121172
0.006676,0.117422
0.006677,0.118672
0.006678,0.121172
0.006679,0.121172
0.00668,0.119922
0.006681,0.118672
0.006682,0.118672
0.006683,0.121172
0.006684,0.118672
0.006685,0.119922
0.006686,0.119922
0.006687,0.118672
0.006688,0.117422
0.006689,0.118672
0.00669,0.118672
0.006691,0.114922
0.006692,0.113672
0.006693,0.116172
0.006694,0.117422
0.006695,0.117422
0.006696,0.118672
0.006697,0.118672
0.006698,0.114922
0.006699,0.114922
0.0067,0.116172
0.006701,0.113672
0.006702,0.116172
0.006703,0.114922
0.006704,0.113672
0.006705,0.114922
0.006706,0.113672
0.006707,0.113672
0.006708,0.112422
0.006709,0.112422
0.00671,0.116172
0.006711,0.111172
0.006712,0.112422
0.006713,0.109922
0.006714,0.113672
0.006715,0.112422
0.006716,0.116172
0.006717,0.108672
0.006718,0.116172
0.006719,0.112422
0.00672,0.112422
0.006721,0.111172
0.006722,0.112422
0.006723,0.113672
0.006724,0.109922
0.006725,0.109922
0.006726,0.111172
0.006727,0.108672
0.006728,0.109922
0.006729,0.109922
0.00673,0.113672
0.006731,0.111172
0.006732,0.109922
0.006733,0.109922
0.006734,0.107422
0.006735,0.111172
0.006736,0.109922
0.006737,0.111172
0.006738,0.109922
0.006739,0.107422
0.00674,0.107422
0.006741,0.111172
0.006742,0.109922
0.006743,0.107422
0.006744,0.108672
0.006745,0.109922
0.006746,0.108672
0.006747,0.111172
0.006748,0.107422
0.006749,0.107422
0.00675,0.109922
0.006751,0.109922
0.006752,0.106172
0.006753,0.106172
0.006754,0.108672
0.006755,0.107422
0.006756,0.109922
0.006757,0.107422
0.006758,0.109922
0.006759,0.104922
0.00676,0.107422
0.006761,0.107422
0.006762,0.111172
0.006763,0.108672
0.006764,0.104922
0.006765,0.102422
0.006766,0.108672
0.006767,0.106172
0.006768,0.104922
0.006769,0.102422
0.00677,0.104922
0.006771,0.104922
0.006772,0.108672
0.006773,0.106172
0.006774,0.108672
0.006775,0.107422
0.006776,0.107422
0.006777,0.106172
0.006778,0.106172
0.006779,0.102422
0.00678,0.104922
