Time (s),Voltage (V)
0.00096,0.057422
0.000961,0.057422
0.000962,0.053672
0.000963,0.056172
0.000964,0.057422
0.000965,0.056172
0.000966,0.056172
0.000967,0.052422
0.000968,0.052422
0.000969,0.052422
0.00097,0.054922
0.000971,0.056172
0.000972,0.054922
0.000973,0.056172
0.000974,0.053672
0.000975,0.053672
0.000976,0.054922
0.000977,0.054922
0.000978,0.053672
0.000979,0.054922
0.00098,0.057422
0.000981,0.056172
0.000982,0.056172
0.000983,0.061172
0.000984,0.056172
0.000985,0.057422
0.000986,0.056172
0.000987,0.056172
0.000988,0.053672
0.000989,0.053672
0.00099,0.056172
0.000991,0.056172
0.000992,0.057422
0.000993,0.053672
0.000994,0.056172
0.000995,0.053672
0.000996,0.056172
0.000997,0.054922
0.000998,0.056172
0.000999,0.059922
0.001,0.054922
0.001001,0.054922
0.001002,0.061172
0.001003,0.054922
0.001004,0.056172
0.001005,0.056172
0.001006,0.052422
0.001007,0.058672
0.001008,0.053672
0.001009,0.054922
0.00101,0.057422
0.001011,0.058672
0.001012,0.051172
0.001013,0.056172
0.001014,0.057422
0.001015,0.056172
0.001016,0.056172
0.001017,0.054922
0.001018,0.058672
0.001019,0.059922
0.00102,0.058672
0.001021,0.058672
0.001022,0.057422
0.001023,0.051172
0.001024,0.054922
0.001025,0.058672
0.001026,0.054922
0.001027,0.053672
0.001028,0.056172
0.001029,0.058672
0.00103,0.058672
0.001031,0.057422
0.001032,0.056172
0.001033,0.057422
0.001034,0.053672
0.001035,0.057422
0.001036,0.053672
0.001037,0.056172
0.001038,0.056172
0.001039,0.054922
0.00104,0.054922
0.001041,0.059922
0.001042,0.054922
0.001043,0.054922
0.001044,0.054922
0.001045,0.054922
0.001046,0.053672
0.001047,0.059922
0.001048,0.053672
0.001049,0.053672
0.00105,0.057422
0.001051,0.056172
0.001052,0.054922
0.001053,0.057422
0.001054,0.057422
0.001055,0.053672
0.001056,0.057422
0.001057,0.056172
0.001058,0.056172
0.001059,0.053672
0.00106,0.054922
0.001061,0.056172
0.001062,0.056172
0.001063,0.056172
0.001064,0.056172
0.001065,0.056172
0.001066,0.058672
0.001067,0.054922
0.001068,0.058672
0.001069,0.051172
0.00107,0.056172
0.001071,0.056172
0.001072,0.054922
0.001073,0.057422
0.001074,0.057422
0.001075,0.058672
0.001076,0.056172
0.001077,0.058672
0.001078,0.058672
0.001079,0.056172
0.00108,0.059922
0.001081,0.053672
0.001082,0.056172
0.001083,0.057422
0.001084,0.058672
0.001085,0.057422
0.001086,0.058672
0.001087,0.056172
0.001088,0.056172
0.001089,0.057422
0.00109,0.058672
0.001091,0.056172
0.001092,0.056172
0.001093,0.057422
0.001094,0.059922
0.001095,0.057422
0.001096,0.059922
0.001097,0.054922
0.001098,0.059922
0.001099,0.056172
0.0011,0.056172
0.001101,0.056172
0.001102,0.059922
0.001103,0.058672
0.001104,0.054922
0.001105,0.059922
0.001106,0.058672
0.001107,0.056172
0.001108,0.058672
0.001109,0.056172
0.00111,0.054922
0.001111,0.057422
0.001112,0.057422
0.001113,0.058672
0.001114,0.059922
0.001115,0.059922
0.001116,0.054922
0.001117,0.062422
0.001118,0.057422
0.001119,0.057422
0.00112,0.058672
0.001121,0.057422
0.001122,0.059922
0.001123,0.059922
0.001124,0.057422
0.001125,0.056172
0.001126,0.057422
0.001127,0.058672
