Time (s),Voltage (V)
0.002047,0.124922
0.002048,0.126172
0.002049,0.127422
0.00205,0.129922
0.002051,0.127422
0.002052,0.126172
0.002053,0.127422
0.002054,0.124922
0.002055,0.124922
0.002056,0.124922
0.002057,0.124922
0.002058,0.126172
0.002059,0.127422
0.00206,0.123672
0.002061,0.124922
0.002062,0.123672
0.002063,0.128672
0.002064,0.128672
0.002065,0.124922
0.002066,0.124922
0.002067,0.122422
0.002068,0.129922
0.002069,0.127422
0.00207,0.126172
0.002071,0.128672
0.002072,0.127422
0.002073,0.129922
0.002074,0.131172
0.002075,0.128672
0.002076,0.131172
0.002077,0.127422
0.002078,0.129922
0.002079,0.129922
0.00208,0.124922
0.002081,0.128672
0.002082,0.128672
0.002083,0.127422
0.002084,0.129922
0.002085,0.129922
0.002086,0.128672
0.002087,0.129922
0.002088,0.131172
0.002089,0.131172
0.00209,0.131172
0.002091,0.129922
0.002092,0.127422
0.002093,0.129922
0.002094,0.129922
0.002095,0.131172
0.002096,0.131172
0.002097,0.129922
0.002098,0.134922
0.002099,0.131172
0.0021,0.131172
0.002101,0.132422
0.002102,0.129922
0.002103,0.131172
0.002104,0.132422
0.002105,0.133672
0.002106,0.132422
0.002107,0.132422
0.002108,0.133672
0.002109,0.132422
0.00211,0.132422
0.002111,0.136172
0.002112,0.129922
0.002113,0.132422
0.002114,0.136172
0.002115,0.134922
0.002116,0.134922
0.002117,0.134922
0.002118,0.139922
0.002119,0.134922
0.00212,0.131172
0.002121,0.133672
0.002122,0.132422
0.002123,0.137422
0.002124,0.136172
0.002125,0.138672
0.002126,0.136172
0.002127,0.134922
0.002128,0.137422
0.002129,0.138672
0.00213,0.134922
0.002131,0.138672
0.002132,0.139922
0.002133,0.136172
0.002134,0.136172
0.002135,0.137422
0.002136,0.141172
0.002137,0.136172
0.002138,0.136172
0.002139,0.139922
0.00214,0.139922
0.002141,0.138672
0.002142,0.138672
0.002143,0.137422
0.002144,0.139922
0.002145,0.137422
0.002146,0.139922
0.002147,0.139922
0.002148,0.142422
0.002149,0.138672
0.00215,0.143672
0.002151,0.141172
0.002152,0.138672
0.002153,0.142422
0.002154,0.139922
0.002155,0.141172
0.002156,0.144922
0.002157,0.144922
0.002158,0.141172
0.002159,0.141172
0.00216,0.143672
0.002161,0.142422
0.002162,0.144922
0.002163,0.143672
0.002164,0.146172
0.002165,0.144922
0.002166,0.144922
0.002167,0.147422
0.002168,0.147422
0.002169,0.146172
0.00217,0.148672
0.002171,0.147422
0.002172,0.151172
0.002173,0.151172
0.002174,0.144922
0.002175,0.149922
0.002176,0.148672
0.002177,0.146172
0.002178,0.146172
0.002179,0.147422
0.00218,0.148672
0.002181,0.148672
0.002182,0.149922
0.002183,0.147422
0.002184,0.149922
0.002185,0.147422
0.002186,0.151172
0.002187,0.152422
0.002188,0.149922
0.002189,0.152422
0.00219,0.151172
0.002191,0.153672
0.002192,0.151172
0.002193,0.149922
0.002194,0.154922
0.002195,0.154922
0.002196,0.157422
0.002197,0.158672
0.002198,0.158672
0.002199,0.154922
0.0022,0.158672
0.002201,0.154922
0.002202,0.159922
0.002203,0.162422
0.002204,0.161172
0.002205,0.156172
0.002206,0.159922
0.002207,0.161172
0.002208,0.158672
0.002209,0.162422
0.00221,0.161172
0.002211,0.163672
0.002212,0.162422
0.002213,0.164922
0.002214,0.166172
0.002215,0.168672
0.002216,0.164922
0.002217,0.166172
0.002218,0.171172
0.002219,0.168672
0.00222,0.173672
0.002221,0.169922
0.002222,0.172422
0.002223,0.173672
0.002224,0.171172
0.002225,0.173672
0.002226,0.174922
0.002227,0.178672
0.002228,0.177422
0.002229,0.179922
0.00223,0.177422
0.002231,0.178672
0.002232,0.181172
0.002233,0.176172
0.002234,0.181172
0.002235,0.184922
0.002236,0.187422
0.002237,0.187422
0.002238,0.183672
0.002239,0.188672
0.00224,0.192422
0.002241,0.193672
0.002242,0.193672
0.002243,0.193672
0.002244,0.196172
0.002245,0.196172
0.002246,0.201172
0.002247,0.199922
0.002248,0.203672
0.002249,0.201172
0.00225,0.207422
0.002251,0.204922
0.002252,0.208672
0.002253,0.209922
0.002254,0.212422
0.002255,0.217422
0.002256,0.218672
0.002257,0.219922
0.002258,0.222422
0.002259,0.222422
0.00226,0.224922
0.002261,0.226172
0.002262,0.229922
0.002263,0.232422
